,Friedel_et_al_B_cells,Tani_et_al_Hela,Schofield_et_al_K562,Mele_et_al_K562,Mele_et_al_H1-ESC,Wu_et_al_K562,Wu_et_al_293T,Arango_et_al_Hela,Wachutka_et_al_K562
ENSG00000156642,587.7,10.6,0.6489,3.9553123333333335,,-0.207354562,0.0126361218837462,6.45719523497954,230.4739172145
ENSG00000156650,,2.74,0.62915,1.4200349999999997,1.9544720000000002,-0.234070617,-0.0314846621476769,2.61818994565916,67.151946066164
ENSG00000156671,,2.82,0.3584,2.6901490000000003,2.549794,-0.229836051,-0.00955265926910451,2.4883238519452,205.196170445095
ENSG00000156675,146.0,3.7,0.437,1.622639666666667,2.7332843333333336,-0.205598524,0.00973711532648112,2.72200982143727,440.40635690592995
ENSG00000156687,,2.38,,,3.631794999999999,,,,
ENSG00000156697,148.8,5.39,1.99715,3.080162,3.860846,-0.123965978,0.00596522580447583,3.60599667025267,222.946951284614
ENSG00000156709,1249.7,,9.1264,16.925146666666667,14.737586666666667,-0.076542792,0.0557911760022796,11.0052708575332,516.692731131413
ENSG00000156711,639.2,,,,,,0.0347186927846993,2.75890159149456,
ENSG00000156735,264.0,2.86,0.5689,0.9727073666666666,1.707287,-0.234949626,0.0167356309808036,2.58531800100903,315.532314125835
ENSG00000156738,261.8,,,,,,,,
ENSG00000156787,,2.86,,6.078809666666667,7.5436786666666675,-0.183216115,0.00702939412802678,,467.775189562693
ENSG00000156795,,4.0,,5.934516666666667,,-0.077581279,0.0496888638035803,3.43858466700327,856.4895952139169
ENSG00000156802,444.0,3.7,0.87625,4.0668153333333334,2.452447,-0.188469083,-0.00533872218229602,2.96815350288731,221.57226477916
ENSG00000156804,,,,,2.0868629999999997,-0.230211009,-0.0783051965199055,3.07067355935363,158.898217362921
ENSG00000156831,437.2,2.53,1.7832,17.75949,,-0.121910749,0.0278540129814934,3.53917983395802,276.942738090053
ENSG00000156853,34.5,2.47,,1.1358573333333333,1.7576466666666668,-0.200089761,-0.082264829663391,2.49270613254624,
ENSG00000156858,148.9,6.1,1.6867,6.4794436666666675,,-0.080654456,0.0103386616292591,3.64259428903722,356.70262185064695
ENSG00000156860,179.1,7.13,1.0904500000000001,2.2075586666666664,,-0.083162968,-0.073125105905472,3.25393833538345,250.01306382145802
ENSG00000156869,,13.45,1.02515,5.023309333333334,,,-0.0147470851035689,4.37432224613429,628.676700857494
ENSG00000156873,,5.91,,9.262184666666668,,-0.033993147,0.023522301406438,3.34176889629857,169.878744937688
ENSG00000156875,,2.74,,1.8833833333333334,3.126656666666667,-0.200986327,-0.0189977076711374,,252.241745315942
ENSG00000156876,246.3,2.82,,1.7147476666666668,1.872522,-0.168314384,-0.0464263667388342,2.47682531415252,437.714212991044
ENSG00000156886,,2.11,,,,,,,
ENSG00000156925,,,,,1.6220400000000001,,-0.112291493963099,,
ENSG00000156928,,3.17,1.3466,3.527165,3.7142966666666664,-0.090137343,-0.0450408643227732,3.66071507427735,316.035619533775
ENSG00000156931,172.9,2.94,2.149,5.207095,10.412384000000001,-0.104251664,-0.0404714755407848,4.38651310677701,198.59584275735298
ENSG00000156958,,3.23,2.61665,5.428012,8.037410000000001,-0.124295102,0.0301946479701615,3.3695921864385,423.62056517303597
ENSG00000156959,,,,,4.383980666666666,,,,
ENSG00000156966,,,,,5.322861,,,,
ENSG00000156968,,10.86,,,5.453023333333334,,,5.55338830317503,
ENSG00000156970,315.1,3.85,1.97525,3.803922333333333,5.079369,-0.166779189,0.0283739589843775,2.77880891579683,146.728858642243
ENSG00000156973,1277.2,10.56,,8.206030333333333,14.49547,,0.0303282759071387,3.71616116611867,
ENSG00000156976,174.1,2.78,0.71885,1.986237,,-0.141222595,-0.0938841558398344,3.05603845702384,189.703417060873
ENSG00000156983,23.1,2.47,0.3714,1.1605647,1.3993256666666667,-0.233613413,-0.0723948793228744,2.63890343549371,97.281323983449
ENSG00000156990,284.8,9.0,,6.803659,11.066546666666667,-0.021555126,0.0288047913646903,3.60177213807012,2658.94833781154
ENSG00000157014,199.4,6.4,,3.999843,11.233482333333333,-0.073782652,0.01390280461071,3.58371891065715,165.347520190702
ENSG00000157017,,2.22,,,,,-0.188619745260996,2.73785616367584,
ENSG00000157020,413.0,21.47,5.05625,9.083956666666667,11.450543999999999,-0.075110054,0.0391662354101638,11.1620713493054,617.38284200715
ENSG00000157036,,2.74,1.09845,3.4293430000000007,5.029376333333334,-0.129135345,-0.071427449672758,2.50506165371315,469.510809601407
ENSG00000157045,858.2,15.6,,21.44825,,-0.098126514,0.00285933448660884,7.99019579477087,882.186487860868
ENSG00000157064,,,,,,,0.0516534578917102,,
ENSG00000157077,,3.51,0.8021,1.3543023333333333,8.722443666666667,,0.00447705644233204,2.92969897702056,186.707145245434
ENSG00000157106,398.0,8.42,1.6341999999999999,2.9247903333333336,5.6614976666666665,-0.115523903,-0.0371490616784259,3.32231930434089,
ENSG00000157107,306.2,3.33,,3.6762086666666662,,-0.143817855,-0.0450812320021963,2.92780473949806,237.056954149564
ENSG00000157110,,2.86,,,6.410132333333332,,-0.00306180143038894,3.17425208366374,
ENSG00000157111,,,,,2.2422826666666666,,-0.0541825306048201,,
ENSG00000157150,,,,,10.991698999999999,,,7.07846426562655,
ENSG00000157152,,20.48,,,,,0.0152700134883342,,
ENSG00000157181,,3.17,,6.0301496666666665,,-0.107822738,0.0115899124346371,,284.670196436872
ENSG00000157184,167.4,5.95,1.1995500000000001,4.491832333333334,5.674388333333333,-0.190955216,0.0168942681382957,3.0766909121827,233.039177082268
ENSG00000157191,119.2,5.33,2.28255,5.494193,8.837063,-0.200001779,0.0200711347921937,2.83804262716592,260.678341176063
ENSG00000157193,235.5,2.99,0.5470999999999999,,,-0.143122146,-0.000668898149064678,3.79805435121795,395.655488007416
ENSG00000157212,209.4,3.28,0.5561499999999999,3.2728323333333336,8.396848,-0.216289879,-0.0133994903115553,2.7664218008108,176.68045065816003
ENSG00000157214,,,,,3.0271586666666663,,-0.0139638824794355,,
ENSG00000157216,347.2,3.03,1.9869499999999998,4.8053783333333335,9.631162000000002,-0.075074694,0.0240001406958816,3.5388983713451,400.657300236133
ENSG00000157224,,2.94,,2.344535666666667,4.429756666666667,-0.240265875,-0.0114199112507822,2.44377685137304,289.472685407232
ENSG00000157227,,,,,,-0.059697357,0.130203539824807,3.06209323022304,
ENSG00000157240,,2.7,,1.0247524666666668,1.94158,-0.30135094,-0.0568497621337051,2.82946025719455,
ENSG00000157259,140.6,3.45,0.5191,4.717222666666667,4.210107333333333,-0.080410314,0.00602802221653255,3.06090608409218,216.28285969833698
ENSG00000157303,,,,4.317356,7.843814666666667,-0.179635223,,,
ENSG00000157315,,2.44,,,,-0.137982334,0.00637594974957894,,
ENSG00000157322,,,,,,,,2.81710077544903,
ENSG00000157326,,3.03,,,,,0.0433587640112739,11.3456018224149,610.152941161894
ENSG00000157349,,8.89,,,,-0.050260709,0.033471042008789,3.97073122346547,692.463761788273
ENSG00000157350,209.6,3.39,1.3331499999999998,3.0111113333333335,4.098909666666667,-0.10700542,-0.0514029899373282,2.68767725192795,212.334310632297
ENSG00000157353,,3.57,,,,,0.0252145816890946,3.55310515048278,
ENSG00000157368,,,,,9.981194333333335,,,,
ENSG00000157379,723.3,3.17,,,,-0.092043511,0.0738883500312685,3.96486536173259,
ENSG00000157388,,2.5,,,,,-0.0385392426742584,,
ENSG00000157399,,10.42,,,,,,,
ENSG00000157404,,,,2.051625666666667,3.5535176666666666,-0.183384771,-0.0225828584788919,,334.740697964036
ENSG00000157423,,,,,,,,3.18396474266205,
ENSG00000157426,120.3,2.99,,,,-0.157963878,-0.12321028875187,2.50424712052775,236.68998623138802
ENSG00000157429,,,,0.9116543666666667,1.0692651,,-0.0971511043724177,2.45228775005485,
ENSG00000157445,,2.6,,,,,0.0325623169150038,3.86479354889047,
ENSG00000157450,91.3,2.5,0.4792,0.9927458666666666,1.3750966666666666,-0.313523609,-0.0590061536248247,2.59050971319192,97.4040657603348
ENSG00000157456,274.2,9.55,3.1079499999999998,6.2696293333333335,7.717460666666667,-0.082418969,0.0155401191469398,3.95169653540173,247.076413930877
ENSG00000157470,,6.55,,,,,-0.00883035542128425,5.29780060967881,
ENSG00000157483,,6.0,,,4.061855666666666,,0.0324165901125546,3.13765454280087,
ENSG00000157500,511.5,5.67,,4.878996666666667,7.3827273333333325,-0.094384949,0.0158715052927192,3.44759436299216,161.959598415728
ENSG00000157502,,,,,,,-0.0138339272906284,,
ENSG00000157510,,9.29,,,,,0.0176724220442998,4.25899632103219,
ENSG00000157514,,3.51,,4.365466666666667,,,0.00181048354970461,3.20237031488638,328.584781539615
ENSG00000157538,,5.52,,3.436124999999999,5.129591333333333,-0.210949554,0.00974034822809966,,258.983995415335
ENSG00000157540,128.3,2.41,0.44055,0.9764660666666666,1.0850629999999999,-0.269266278,-0.0684304513925101,2.41709677165716,71.86474258363249
ENSG00000157554,,2.53,,,5.709751666666667,,,3.08473876378021,
ENSG00000157557,,2.38,0.34395,1.5496793333333334,1.6970073333333335,-0.264401699,-0.065511567419805,2.49706654883767,88.4467101535878
ENSG00000157570,,4.92,,,,,0.0172027878688812,,726.7688676860249
ENSG00000157578,,2.35,,6.7667616666666675,,-0.134651753,-0.0537218080406937,2.82845429413405,
ENSG00000157593,120.8,13.06,,7.460627666666667,,-0.0907285,0.0138330225955298,9.18624834529513,607.2082827292891
ENSG00000157600,285.0,3.13,2.1176000000000004,5.779803666666666,,-0.085743242,0.0548616226450837,3.32997545507416,
ENSG00000157601,,,,,,,,3.09114405427697,
ENSG00000157613,,3.77,1.0211000000000001,2.1121106666666667,,-0.090954602,-0.172671231623622,6.13536186478813,
ENSG00000157617,,3.45,0.8509500000000001,2.224140333333333,4.480690666666666,-0.177701867,,2.77120789763492,
ENSG00000157625,,4.44,2.6921,5.513242333333333,,-0.107168316,0.0100991740974975,3.18238159826114,682.569541030241
ENSG00000157637,,19.2,,7.872383,,-0.091897037,0.0142005811932166,5.89974157289499,586.55214700771
ENSG00000157653,,,,,,,0.0400802021729853,3.49415034084666,
ENSG00000157654,,3.7,,,,-0.37829423,0.0181356717780976,2.70259865035362,
ENSG00000157657,,2.5,,2.133887,,-0.141924535,0.0116709849375922,2.55961784010919,
ENSG00000157680,,3.64,,,,,,3.20879469294839,
ENSG00000157693,,6.0,,3.1293786666666663,4.133275333333334,-0.127039196,0.0489089686123618,,383.43056390741896
ENSG00000157703,,3.85,,,,,,3.58244861659325,
ENSG00000157734,369.3,,,6.566848,,,0.0294177122781642,4.18467519613431,
ENSG00000157741,,,0.65045,1.764254666666667,2.394410666666667,-0.151469463,-0.0108995435737804,2.5052106361396,192.559138587935
ENSG00000157764,267.9,2.67,1.06335,2.7761693333333333,3.8746950000000004,-0.171966634,-0.0166718190144942,3.11082834063458,168.404864586929
ENSG00000157765,,,,,2.7046953333333335,,,,
ENSG00000157778,155.4,3.57,2.0429500000000003,3.8907510000000003,7.497264333333334,-0.092850526,0.0144994613993893,3.60796150562557,231.226086987925
ENSG00000157782,,,,,13.852520333333333,,-0.000889727813590889,,
ENSG00000157796,377.9,2.94,,4.751336000000001,13.528098333333332,-0.132821227,-0.00153617715133145,3.09947537228194,
ENSG00000157800,,4.0,0.84285,2.608375,6.877324333333334,-0.288860117,-0.033569309698976,2.94401178039522,
ENSG00000157823,,3.57,,5.447731666666667,14.571686666666666,-0.072271455,0.00210372111255172,,277.269745567246
ENSG00000157827,,2.74,,,18.282246666666666,,-0.0106905871505056,3.00404516502642,
ENSG00000157833,,,,3.400948666666667,3.793687333333333,-0.059135189,0.00136847168211507,,
ENSG00000157837,,3.77,0.83735,2.2559373333333332,5.517377333333333,-0.168426725,-0.00808060024144198,2.77709583505244,309.047923855434
ENSG00000157851,,,,,,,0.0593505128669622,3.72139675549483,
ENSG00000157856,,,,,,,,3.02945512429006,
ENSG00000157869,503.0,2.74,,6.095775333333333,12.766832,-0.154399977,-0.00937488921623008,3.02902739330893,557.783486916288
ENSG00000157870,,6.21,,12.970553333333333,,,0.0608558045246271,3.49334100889563,
ENSG00000157873,445.0,,,,,,,,
ENSG00000157881,51.2,2.99,0.7039500000000001,1.7861066666666667,3.6041060000000003,-0.101187139,-0.0374849273847102,2.94620094878689,151.144174448899
ENSG00000157890,,2.6,,,,,0.0153280699975304,,
ENSG00000157895,149.9,2.67,0.9273,2.342097666666667,4.68011,-0.14990146,-0.00939817405065008,2.84944609890733,105.405015068613
ENSG00000157911,,7.36,,8.311712666666667,,,0.0255038271475113,5.27303322872226,846.743328426268
ENSG00000157916,488.9,9.45,3.6083,9.438977666666666,13.76363,-0.035397492,0.051863497448702,5.23156476554389,725.073631952068
ENSG00000157927,,,,2.8781313333333336,,-0.134312364,0.00444799460962962,2.90414308904648,
ENSG00000157933,433.2,3.45,0.90835,1.5333673333333333,2.7250716666666666,-0.172564726,0.0387687593723604,2.51776845211725,175.77287846547298
ENSG00000157954,252.3,7.36,3.38015,9.342757666666666,22.413173333333333,-0.071468813,0.0248182694639454,2.99442073557418,280.16477989662
ENSG00000157978,521.7,3.77,,2.981790333333333,3.9078346666666666,-0.10945877,0.0194493999915285,2.89966664417591,969.666360951093
ENSG00000157985,,2.74,1.40435,4.414716666666667,6.138981,-0.16332017,-0.0117284886110716,3.07437050117419,83.25457622305191
ENSG00000157992,,,,,12.85677,-0.113121935,0.13789008327411,2.86166249374276,68.2501702360946
ENSG00000157999,,,,,,,-0.0423506897972737,,
ENSG00000158006,,2.9,,1.0543451666666668,3.796656333333333,-0.133617234,-0.076484138550502,2.46295741058046,281.357468719515
ENSG00000158019,,13.71,,15.274753333333335,,-0.081117535,0.0218337856682834,,388.487279010893
ENSG00000158022,,,,,,-0.143924665,,,
ENSG00000158023,,3.23,,6.2946246666666665,,-0.119024159,-0.00946311979640919,2.74262516272019,337.205416610773
ENSG00000158042,,4.29,0.42645,1.0294059,1.8457790000000003,-0.214137585,-0.102215223639213,4.32697737985305,173.629842786193
ENSG00000158050,,2.15,,,,,-0.144742247873863,,
ENSG00000158055,,,,,1.5984429999999998,,,,
ENSG00000158062,,2.7,,,,,0.0452631655288962,3.58417805007429,650.012485542214
ENSG00000158077,,,,1.9021043333333332,,,-0.0196815776835163,,80.8983467002689
ENSG00000158079,,2.7,,2.1873823333333333,2.7482733333333336,-0.165710526,-0.0310820239892636,2.31670529252834,341.070357987208
ENSG00000158089,187.4,,,,11.325501666666666,,,,
ENSG00000158092,84.5,2.41,,1.1843636666666666,1.5503626666666668,-0.26276513,-0.081163970953455,2.63756047893978,213.101048639374
ENSG00000158104,,,,,,,,6.40489437969621,
ENSG00000158106,,2.35,,,,,0.0635734411591359,3.0001244161795,
ENSG00000158109,,3.03,,2.1093480000000002,6.256686999999999,-0.129702446,-0.0583641202424868,2.94929696740194,119.911141292624
ENSG00000158122,,5.0,,2.8789183333333335,4.171365000000001,-0.171843722,-0.000132366126991258,4.0163755477164,271.842555102234
ENSG00000158156,120.9,,,2.2356686666666667,5.889915666666667,-0.177920012,0.00756826399172202,2.80046504605153,
ENSG00000158158,,3.77,,,,-0.234052142,-0.0546221363643469,2.66310076586209,242.32943221018996
ENSG00000158161,391.5,3.28,1.62825,3.7364790000000005,4.171414666666667,-0.148297025,0.0182267941452722,3.15250025139722,202.400168477491
ENSG00000158163,,2.35,,,,,-0.0232222216044524,2.23544581526359,
ENSG00000158164,,,,,,,0.0579851490075433,,
ENSG00000158169,232.7,3.77,,5.312751,7.907369333333334,-0.133782757,0.0196293047309522,2.88564699866022,328.326141245888
ENSG00000158186,,6.81,,4.366186,,-0.155810245,0.00327156914629808,3.17956972995701,
ENSG00000158195,290.9,9.47,2.25685,4.869741,7.163280333333333,-0.045161186,0.0481588399317967,3.54037002080949,408.119460332686
ENSG00000158201,416.2,8.4,,9.434202666666666,,-0.063309947,0.0352185656055898,3.64011953843118,
ENSG00000158220,,2.3,,,5.112005,,,2.65618463907973,
ENSG00000158234,373.4,5.64,,4.760739333333333,6.434658333333334,-0.094451792,0.0172542415886186,3.67315457150584,
ENSG00000158246,,2.08,,0.9692559333333333,1.2212386666666666,-0.417141482,,,
ENSG00000158258,,,,,,,,4.76819942930485,
ENSG00000158270,,,,,,,0.017466329772896,,
ENSG00000158286,92.6,2.74,,,,-0.086147302,-0.0147062482192977,2.48331891614758,200.581314696791
ENSG00000158290,902.4,10.0,5.8629,5.260694,12.707813333333334,-0.124567111,0.031156795419839,5.34202946139692,438.935524553634
ENSG00000158292,,7.6,,,,,0.00362961038129871,3.74315948784364,191.082531811645
ENSG00000158296,,2.27,,11.053708333333333,13.28691,-0.065598281,0.0802830207872806,2.95267311161308,240.63820452507701
ENSG00000158301,,,,3.215324666666667,4.648816,-0.082204924,0.0573425873002418,,
ENSG00000158321,146.0,2.5,,,2.232011,,-0.127792206430244,2.52143788298512,
ENSG00000158373,230.7,4.96,1.0422,,,-0.055124937,-0.256945154846706,5.60082284609116,
ENSG00000158402,177.1,3.7,,4.003266333333333,4.976601666666667,-0.131439865,0.011758656566845,2.57200407671961,246.38284731055802
ENSG00000158406,,3.51,1.28955,13.933226666666668,,-0.027440302,-0.290459982809238,3.64403807917115,
ENSG00000158411,609.2,6.29,,6.549967,,-0.101375281,-0.00953577786102203,3.57155831360428,182.741890015476
ENSG00000158417,310.1,11.53,5.8401499999999995,7.619564333333334,8.848310333333332,-0.139574645,0.01106446781355,4.11053700186555,429.44351523407204
ENSG00000158423,,,,5.851834333333334,,,0.042916752708381,3.55312769970176,24.8804835101356
ENSG00000158427,,,,,,,-0.0463510665556311,,
ENSG00000158435,,7.23,,5.544598333333333,9.405211999999999,-0.065762732,0.0225942938686621,3.25657137650623,480.70153954374496
ENSG00000158445,,,,,1.8500793333333334,,-0.177576778801584,,
ENSG00000158457,408.8,18.82,,,20.682213333333333,,0.0301779609368719,4.25546540753703,
ENSG00000158458,,,,,,,0.000125456619199064,,
ENSG00000158467,,9.0,,7.467351666666667,10.672730333333334,-0.104002332,-0.0113338403445686,4.51103520930018,278.913886001948
ENSG00000158470,77.3,2.63,0.43315000000000003,1.5325523333333333,3.386471333333333,-0.226092946,-0.0201600216704479,2.56037739783236,208.490222651666
ENSG00000158473,,,,,6.4421843333333335,,,,
ENSG00000158480,51.3,2.22,,0.9799270666666667,1.584289,-0.305561168,-0.168194357471766,,
ENSG00000158483,,5.0,,2.150268,3.2728153333333334,,-0.00640446211563178,3.49304057579751,
ENSG00000158525,,,,,,,,2.85660260691394,
ENSG00000158526,399.1,10.0,3.57255,,,-0.035373089,0.046678031294069,4.99584387952927,358.464578555176
ENSG00000158528,,3.57,,,7.173948666666667,,-0.0229654948296401,3.20489454849091,
ENSG00000158545,,4.32,1.7529,2.229368666666667,4.868296666666667,-0.14469782,0.01840051184815,3.15906513121249,289.964511418432
ENSG00000158552,333.6,3.28,,17.61892,,-0.043655231,0.0355749783551861,4.13292270066694,655.8828236712291
ENSG00000158555,,8.0,,8.302190333333334,,,0.0238281489470932,2.82327584294556,
ENSG00000158560,,,,,,,-0.00183566214416966,,
ENSG00000158571,,,,,,,,2.99003997486935,
ENSG00000158578,,,,,,,,,2725.0595416106303
ENSG00000158604,743.6,14.53,2.96535,12.053220000000001,,-0.045081915,0.0357412504741872,5.97490906673824,729.254323615457
ENSG00000158615,148.3,2.17,0.2899,1.0684896666666666,1.4291123333333335,-0.284204256,-0.0751658248579582,2.39452610102571,109.72197436952801
ENSG00000158623,1602.7,,5.128299999999999,13.770723333333331,,-0.09891871,0.035576343781814,6.89472034826764,1398.27359494265
ENSG00000158636,,3.08,0.60775,1.9567363333333334,2.0083073333333332,-0.20954699,-0.081043608009627,,140.768201084097
ENSG00000158669,,6.57,1.9796500000000001,3.6143743333333336,8.02664,-0.093821263,0.0117441943413431,,517.027382136085
ENSG00000158683,,,,,,,,2.65276672046528,
ENSG00000158691,,2.13,0.34495,0.8796759666666668,1.2272079999999999,-0.240754558,-0.0963990585575295,,59.2250306879943
ENSG00000158710,360.3,,8.0076,,,,0.0525589078504331,,313.732826780196
ENSG00000158711,252.1,3.77,1.0065,,,-0.180206325,0.0199343593275944,,331.421072258114
ENSG00000158715,,3.77,,2.1044183333333337,3.849983333333333,-0.11274825,-0.0173260448307717,2.82157810181209,
ENSG00000158716,,10.22,,12.755194333333336,,-0.057789824,0.0497040908658997,7.02367801234249,789.8997825316859
ENSG00000158717,323.2,4.27,1.5075,4.765152,,-0.112330235,-0.0198539724569653,3.00863099963185,489.20353889705495
ENSG00000158747,,15.2,,5.339536,,,0.0697717804016398,8.36231365362672,
ENSG00000158769,1598.8,6.32,1.3344999999999998,8.787239,12.082793333333333,-0.093779934,0.0442896635234329,3.52218244339755,608.51700706417
ENSG00000158773,,3.77,1.2831000000000001,3.6862543333333337,4.6582463333333335,,0.0146511164273578,2.87987289824325,319.721158540862
ENSG00000158792,,2.44,,1.4241356666666665,1.890148,-0.194686619,-0.0142448413865933,3.04874889739273,
ENSG00000158793,543.8,4.38,,4.773376666666667,9.863197666666666,-0.036163733,0.00748878654217592,3.27802762896382,796.216200071618
ENSG00000158796,440.0,3.28,0.7512000000000001,2.87259,7.033852666666667,-0.095720553,0.000202682258419639,3.08227987817349,303.97333650434103
ENSG00000158805,,2.67,1.18055,11.772223333333335,,-0.069186925,0.0558669964007633,2.67086019036993,208.746790723517
ENSG00000158806,,,,,,,0.0572232383599513,,
ENSG00000158813,,,,,2.955680333333333,,-0.0409581774390436,2.99692476540229,
ENSG00000158815,,,,,,,-0.00965609523699147,,56.923058037653895
ENSG00000158825,,10.46,,,,,-0.0105257916311559,7.89695641324105,
ENSG00000158828,,14.63,,,,-0.038568606,0.0446612575832164,5.44593746072934,355.975810649366
ENSG00000158850,203.0,6.76,1.6994,2.4764106666666668,4.514362333333334,-0.103405365,0.0235669608526985,3.45069970467827,532.4460478630091
ENSG00000158856,,,,8.38311,,,-0.00851577358290032,4.22735883744463,388.411194928189
ENSG00000158859,,,,,2.334914,,,2.9765956680503,
ENSG00000158863,,3.39,,15.42285333333333,,-0.083058668,-3.71167790426284e-05,2.83006933268483,235.522664045892
ENSG00000158864,521.5,15.6,5.8846,13.497489999999999,6.072720666666666,-0.05009832,0.0225037956850204,5.6538745031349,561.5840951018799
ENSG00000158865,,2.15,,,,,,3.58944629886341,
ENSG00000158869,,,,,,,,2.99110243647281,
ENSG00000158882,,3.77,,5.052233,,,0.0060086163161844,2.63598773144598,785.500289867344
ENSG00000158887,,3.64,,,,-0.093111201,-0.146363439605423,3.52411568984213,1771.8292662406698
ENSG00000158941,,8.14,2.68765,6.346493,11.867580666666667,-0.120100149,0.0348791238869329,,230.59671517899
ENSG00000158966,,2.99,,,4.0691733333333335,,-0.0358901577268797,3.00787751734463,
ENSG00000158985,399.2,3.39,0.8695999999999999,2.807171,5.051592333333333,-0.138305588,-0.0479315940635916,3.11527382874405,480.591268303679
ENSG00000158987,194.2,2.56,,0.9432639333333332,1.6061616666666667,-0.157471396,-0.0286705806962929,2.29079838024103,84.9707998794192
ENSG00000159023,420.2,10.22,6.02515,10.677043333333332,,-0.086692523,0.0411019321593033,3.43074914117452,392.24091520386594
ENSG00000159055,,5.52,,11.044160333333332,25.790583333333334,-0.08643317,0.0357077956874275,2.84937466297486,531.79703228775
ENSG00000159063,677.6,,2.7516,9.796889333333333,,-0.044939738,0.0103450789185786,12.5114492167291,1045.9577358729302
ENSG00000159069,91.0,8.22,3.3136,17.353963333333336,,-0.04522735,0.0326732674599024,7.05980468886918,393.285166835932
ENSG00000159079,,9.93,,7.455330666666666,8.483231,-0.062730759,0.027318413983863,,897.827821227259
ENSG00000159082,,3.64,0.48030000000000006,1.6424306666666666,,-0.241471671,-0.0198885279655136,2.54321816492213,89.091626366264
ENSG00000159086,,2.53,0.5549999999999999,8.998513,7.579662999999999,-0.156669184,-0.043048361973312,2.38973242767909,192.634853695
ENSG00000159110,124.3,2.99,,9.686095333333334,,-0.114511959,-0.0269173592365303,3.93541294305694,
ENSG00000159111,190.7,5.06,1.38195,3.604640666666667,5.267266666666667,-0.142202457,0.00722352763682673,3.47185824117575,240.09883318149
ENSG00000159128,128.2,5.69,1.0238,2.789488666666667,5.317395666666666,-0.150929074,0.0253941722118246,3.51865386034939,771.6505120351691
ENSG00000159131,794.6,10.96,4.3143,6.781917666666668,6.966799000000001,-0.086818934,0.0197956494045496,4.6431789045672,531.24247336602
ENSG00000159140,296.2,7.72,0.9961,2.7182293333333334,6.281491333333332,-0.136635775,0.0055085061916588,2.93381497729353,170.45210173753202
ENSG00000159147,345.6,8.5,,6.045475000000001,13.114466666666667,-0.078507088,0.0183304871310696,3.81225150177017,466.498582735483
ENSG00000159164,,,,,13.451590000000001,,0.0373165965195452,,
ENSG00000159166,,,,,6.839202,,,,
ENSG00000159167,,6.22,,,8.413812,,,3.04508511334847,
ENSG00000159176,592.1,11.77,,,,,0.0417962854508592,5.92511355811626,
ENSG00000159184,,3.13,,,,,-0.0314077120236492,2.98185421073284,
ENSG00000159199,,,,,,,0.0525126557196218,,939.846433145288
ENSG00000159200,632.2,3.17,1.5426000000000002,4.2207436666666664,,-0.194616481,0.027328437713453,2.94435485761224,
ENSG00000159202,211.3,4.46,0.5847,3.637292,6.3577960000000004,-0.137818074,0.0161705234120592,2.7669783902134,141.564243603027
ENSG00000159208,,,,,2.153427,,-0.0551108501385638,,
ENSG00000159210,825.8,10.86,,,,,0.0435064954809121,,650.410338511023
ENSG00000159214,,3.51,,,,,0.0533092244023029,3.51352101479248,
ENSG00000159216,,2.7,0.46630000000000005,1.3635196666666667,,-0.177815602,-0.020529548658058,2.35994503106343,62.817216799909495
ENSG00000159217,240.9,3.28,2.50915,3.477729333333333,5.941472999999999,-0.058685951,0.00798864456945839,2.60535534677098,345.523249877358
ENSG00000159228,,6.31,,3.3536629999999996,4.589539333333333,-0.093155288,0.00905406899789098,4.13607843761087,691.6793114716361
ENSG00000159231,,4.0,,,2.3929946666666666,,-0.0865361753217075,3.32026270213699,
ENSG00000159239,,,,,,,0.0484211723323055,,
ENSG00000159251,,8.0,,,,,,,
ENSG00000159256,182.3,2.5,0.6444000000000001,1.1328566666666664,1.2350873333333334,-0.196343356,-0.089924939330723,2.78401592764293,152.971505706881
ENSG00000159259,362.8,6.8,1.64135,4.413563666666667,9.767493,-0.121167365,0.0247877303231096,3.67619093914738,328.972571984305
ENSG00000159263,,3.08,,,,,0.0159687179145652,2.81026161454746,
ENSG00000159267,,3.13,1.70625,3.908776666666667,,-0.106639553,0.0191924263272722,3.20587196678654,144.809524654056
ENSG00000159307,,,,,,,-0.0743574351513902,3.92770471458556,
ENSG00000159314,,2.9,,2.494120666666667,4.043334333333333,-0.104485445,-0.000471745192684779,2.73409788483348,
ENSG00000159322,612.1,4.38,0.9037999999999999,4.239258666666667,,-0.162618964,0.00378352314423845,3.70513853925406,539.5728418718099
ENSG00000159335,,21.23,11.50615,,,,0.0537552169637404,,610.1837822228309
ENSG00000159346,262.8,10.63,3.07475,8.226040666666668,,-0.058942103,0.0373538718784462,5.56786873584337,523.73631437957
ENSG00000159348,218.6,10.4,,12.498031,,-0.029029757,0.0202014666880805,3.83725706280973,356.695531018298
ENSG00000159352,547.1,17.33,8.65565,11.23739,20.89999333333333,-0.044114602,0.0318806475629768,6.40060158779777,762.079208051878
ENSG00000159363,,8.0,,12.161973333333334,,,0.00240839363689251,7.91557301959126,
ENSG00000159377,367.1,,,43.053783333333335,28.535376666666668,-0.028736848,0.0352833493772546,17.4804462347556,383.326633280504
ENSG00000159387,,,,,,,0.119112910726176,,
ENSG00000159388,,2.0,,,,-0.340413534,-0.107056975056625,,64.13756821908001
ENSG00000159399,215.4,4.0,1.0619,2.477264,3.323349,-0.158251384,-0.00317820376712858,2.75863602621519,286.07150659970796
